tag,sim_run,ate_hat,ate_coverage,ate_len,ate_rmse,cate_rmse,cate_coverage,cate_len
set_1,1,3.98928848073644,FALSE,1.32305477003891,0.989288480736437,1.03868335139788,0.828,2.93656792321774
set_2,1,3.18316645566681,TRUE,2.45429511377024,0.183166455666807,0.414608792641482,1,4.51587316893221
set_3,1,3.96457684210051,TRUE,1.9866275518765,0.964576842100512,1.03838473231245,0.992,3.56769726533636
set_4,1,3.32846808913778,TRUE,2.058756567576,0.328468089137783,0.384670150465243,1,3.78354168243336
set_1,2,3.22052144215097,TRUE,1.56805659938541,0.220521442150971,0.308555930499411,1,2.8991936112842
set_2,2,3.04570084891879,TRUE,2.29382247548445,0.0457008489187918,0.557034639561771,1,4.5612433128371
set_3,2,3.52929697659879,TRUE,1.99800182169779,0.529296976598793,0.831375083943368,1,4.02176921453429
set_4,2,3.44446683414538,TRUE,2.21871177491027,0.444466834145383,1.43895736916756,0.964,5.28551556990652
set_1,3,3.60000586146263,TRUE,1.39886117738593,0.600005861462632,0.652487578817559,1,2.79786034357544
set_2,3,3.25602286749939,TRUE,2.55439045386653,0.256022867499389,0.579746542503217,1,4.53935040038677
set_3,3,3.2631411426629,TRUE,1.65507198389444,0.263141142662897,0.939496993465527,0.984,3.96104697836197
set_4,3,3.63296484764365,TRUE,2.58978206163189,0.632964847643647,0.806628064581082,1,4.91197689932763
set_1,4,3.32515499136538,TRUE,1.69643617548878,0.325154991365376,0.782495143960061,1,3.6498302121924
set_2,4,3.58485553508951,TRUE,2.3239674797404,0.58485553508951,0.799250999318951,1,4.49654922522391
set_3,4,3.17806442526924,TRUE,1.51236327256011,0.178064425269236,0.319160560003845,1,2.78336920103877
set_4,4,3.67298008585273,TRUE,2.93756070413584,0.672980085852725,0.742522548896856,1,4.81750735248841
set_1,5,3.46260928283917,TRUE,1.44936358762149,0.462609282839169,0.614733498263446,1,2.89841319805946
set_2,5,3.93853240946999,TRUE,2.89003991523804,0.938532409469991,0.977534148310709,1,4.8742038331832
set_3,5,3.3188319588733,TRUE,1.79710892040044,0.318831958873304,0.560921346266021,1,3.41683504669875
set_4,5,3.07280341075705,TRUE,2.66731008911287,0.0728034107570545,0.263189133312506,1,4.54190836367385
set_1,6,3.3892303646722,TRUE,1.15820630831406,0.389230364672204,0.580748545551968,1,2.80561132541319
set_2,6,3.4422195969192,TRUE,3.87871579236562,0.442219596919203,0.629487046733262,1,6.46953739634527
set_3,6,3.43325529603003,TRUE,1.44980044390233,0.433255296030028,0.516654206738188,1,2.98501551822753
set_4,6,3.41965040750731,TRUE,2.78973570855552,0.419650407507311,0.628358965794554,1,4.84188579132795
set_1,7,3.15039920922982,TRUE,1.41002336817002,0.150399209229825,0.635352646405146,1,2.95074406991536
set_2,7,2.11062299026226,TRUE,2.90738775077393,0.889377009737741,0.945292906838077,1,4.68924507470865
set_3,7,2.96691499074984,TRUE,1.37885731185389,0.0330850092501609,0.399076774728369,1,2.64550124887205
set_4,7,2.26557192819028,TRUE,2.75365891303018,0.734428071809718,0.778277127064006,1,4.29279730785859
set_1,8,3.8665827388037,TRUE,2.22768636004931,0.866582738803702,1.17028514140816,0.992,4.30090789969882
set_2,8,3.17324274955576,TRUE,2.02419389484818,0.173242749555763,0.406468065420785,1,3.83167272906252
set_3,8,3.71754171239931,TRUE,1.55952099326556,0.717541712399312,0.773765133734335,1,3.15488636713979
set_4,8,2.07022142793157,TRUE,2.81865434637816,0.929778572068427,0.982108336274116,1,4.32212605435688
set_1,9,3.60458920142987,FALSE,1.22585970988026,0.604589201429865,0.632465274561073,1,2.49295752359149
set_2,9,3.57689973359179,TRUE,2.49770545196687,0.576899733591793,0.925046493489672,1,5.31823818754761
set_3,9,3.36040063554644,TRUE,1.2921808325127,0.360400635546435,0.669260776516253,1,2.81539676104577
set_4,9,2.96570961300984,TRUE,3.07164149192774,0.0342903869901616,0.823313450380552,1,6.08074501788204
set_1,10,2.79939778560547,TRUE,1.45430504456205,0.200602214394527,0.288023606396726,1,2.76011759684626
set_2,10,3.23325014158947,TRUE,3.21141591087924,0.233250141589473,0.429624214781123,1,5.66186547023743
set_3,10,4.34886198693296,FALSE,1.33774055555249,1.34886198693296,1.42513981402024,0.612,3.05708064510316
set_4,10,2.91980083619179,TRUE,2.28867918817446,0.0801991638082065,0.802533350076254,1,5.07749188614891
set_1,11,3.34770928329231,TRUE,1.70912585289403,0.347709283292306,0.634368763295247,1,3.18280980532693
set_2,11,3.85969319371906,TRUE,2.81830250755151,0.859693193719058,1.22607951211951,1,6.61247045890912
set_3,11,3.65270286740474,TRUE,1.77325349481121,0.652702867404745,0.745618130645473,1,3.57445958758279
set_4,11,3.06671274762343,TRUE,2.3235345974534,0.0667127476234284,0.620488226383882,1,4.53673696900979
set_1,12,3.86038313316782,FALSE,1.62776779242018,0.860383133167822,0.978498843466799,0.988,3.37921750553721
set_2,12,2.49789184399368,TRUE,2.5019264865658,0.502108156006325,1.14929909304407,1,5.85792714196641
set_3,12,3.42739078945455,TRUE,1.55462191503078,0.427390789454552,0.484588860062966,1,2.90925930813683
set_4,12,2.66999212689568,TRUE,2.41915072690514,0.330007873104324,1.03136267891677,1,5.13194286304251
set_1,13,3.3986787826751,TRUE,1.36943464335855,0.398678782675096,0.432565016089879,1,2.68454298725379
set_2,13,1.84812986807189,TRUE,2.53125692464025,1.15187013192811,1.18786246677014,1,4.07895526130713
set_3,13,4.29653773138835,FALSE,1.40314334196846,1.29653773138835,1.3274195579901,0.348,2.61232668678775
set_4,13,2.87504379034948,TRUE,2.52226385537025,0.12495620965052,0.363168723495449,1,4.41678957049442
set_1,14,3.48237449285573,TRUE,1.4163425088575,0.482374492855734,0.858165334908049,1,3.21275276997665
set_2,14,3.25059317630905,TRUE,2.9061732261189,0.250593176309051,0.564554886594078,1,5.21978303955506
set_3,14,3.54781389862714,TRUE,1.34226351605966,0.54781389862714,0.585319026052045,1,2.7613483213921
set_4,14,5.14651017178922,FALSE,3.18948222209724,2.14651017178922,2.27498673839648,0.82,5.87692741863182
set_1,15,4.09921516777008,FALSE,1.2524035031738,1.09921516777008,1.30608635400325,0.664,3.12496605672093
set_2,15,5.13571226162015,FALSE,2.75955426364788,2.13571226162015,2.1772914746935,0.684,5.21751769366463
set_3,15,3.02151258776616,TRUE,1.49664827689491,0.0215125877661611,0.521223183584966,1,3.17379473621788
set_4,15,2.74402476581248,TRUE,2.73543017217026,0.255975234187519,0.41367609876738,1,4.491268729312
set_1,16,3.49484004435278,TRUE,1.56323384700596,0.494840044352776,0.687225578055335,1,2.98227406608659
set_2,16,4.49369604051099,FALSE,2.50756542478657,1.49369604051099,1.66514139651349,0.948,5.27326327265071
set_3,16,3.56673132542313,TRUE,1.29172645680903,0.566731325423125,0.685181054710205,0.996,2.8775683934102
set_4,16,2.15248829025223,TRUE,2.31581313779848,0.847511709747769,1.09042650279096,0.94,4.13309955556075
set_1,17,3.87623292851511,FALSE,1.48213667228205,0.876232928515115,0.9724046897401,0.984,3.42614455106319
set_2,17,2.94645207420335,TRUE,2.36841807967852,0.053547925796654,0.412883457605198,1,4.36997456917171
set_3,17,3.42950711594981,TRUE,1.48584485820923,0.429507115949814,0.53732006456616,1,2.92282987559278
set_4,17,3.53606154347878,TRUE,2.5931323559553,0.536061543478783,0.601488116947335,1,4.3217049854354
set_1,18,3.34033382802399,TRUE,1.81066481679364,0.340333828023993,0.860200395503868,1,3.84139334274885
set_2,18,2.56614214419897,TRUE,3.19528471807278,0.43385785580103,0.74631680293878,1,5.59680056772467
set_3,18,4.00824619590949,FALSE,1.42840896469043,1.00824619590949,1.05586642383448,0.792,2.8163581206324
set_4,18,2.61244257086502,TRUE,2.45073852771415,0.387557429134977,0.93016207013894,1,5.42276394837487
set_1,19,3.8348104633747,FALSE,1.30634526807533,0.834810463374704,0.945879684246779,0.924,2.91727344936122
set_2,19,3.6904392953942,TRUE,3.21904409815164,0.690439295394201,0.816793936053957,1,5.68967650710894
set_3,19,3.55549670979094,TRUE,1.28466587486175,0.555496709790944,0.884439405663657,0.956,3.36714189630442
set_4,19,3.13306645736325,TRUE,2.6049866359365,0.133066457363247,0.445983189208643,1,4.86390177192511
set_1,20,3.25002868976059,TRUE,1.43545931894953,0.250028689760592,0.558175713420388,1,2.86499614159233
set_2,20,3.70881014100825,TRUE,2.3533781694938,0.708810141008246,0.872208876502677,1,4.58776937093661
set_3,20,3.02445537825799,TRUE,1.59255847550602,0.0244553782579944,0.350287701807575,1,2.91355779060108
set_4,20,3.59815276911067,TRUE,2.71137730943199,0.598152769110668,0.653099016673658,1,4.63496584825394
set_1,21,3.72690687187772,TRUE,1.85269696046574,0.726906871877717,0.838209201967854,0.976,3.46033194891054
set_2,21,2.61800329647568,TRUE,2.93200635428218,0.381996703524316,0.673635052106282,1,5.24836981878059
set_3,21,3.69707747104154,FALSE,1.16560513693547,0.697077471041537,0.801935454033386,0.816,2.43675208460412
set_4,21,3.78081765476216,TRUE,2.55277932770014,0.780817654762163,0.88722204527561,1,4.2672259628681
set_1,22,3.68887087126625,FALSE,1.24711848142334,0.688870871266248,0.789338554919193,0.836,2.50427902136174
set_2,22,4.23001384033177,FALSE,2.27806494368258,1.23001384033177,1.31778587312086,0.96,4.37663803990257
set_3,22,3.2740258963551,TRUE,1.46337249914074,0.274025896355098,0.840686586523843,1,3.29544637438661
set_4,22,4.37996611039122,TRUE,3.24755691603262,1.37996611039122,1.61797822314694,0.992,6.2965640481032
set_1,23,3.99274164163483,FALSE,1.56054835157708,0.992741641634832,1.02063678293432,0.748,3.03717798304552
set_2,23,3.56960520413575,TRUE,2.56280312672845,0.569605204135752,1.22222104768623,1,5.55450117530514
set_3,23,3.07051781199373,TRUE,1.34738401119544,0.0705178119937293,0.340537940021674,1,2.67645044321206
set_4,23,2.89204768040243,TRUE,2.65716130098571,0.107952319597574,0.520049329962303,1,4.9473235130062
set_1,24,3.79040088958446,FALSE,1.34022757327036,0.790400889584463,1.01205376863888,0.92,3.10898100245076
set_2,24,3.70690364916709,TRUE,2.24912239862123,0.706903649167086,0.781526279103274,1,4.05672532222223
set_3,24,3.57971662872289,TRUE,1.35092423988865,0.579716628722894,0.629954769496899,1,2.46967981963792
set_4,24,2.70281508904483,TRUE,2.56669383466873,0.297184910955174,0.463619932567999,1,4.68988305917982
set_1,25,3.2226875833696,TRUE,1.70832283988245,0.222687583369604,0.455974811055828,1,3.278047897463
set_2,25,3.39671037823658,TRUE,2.60258504107203,0.396710378236577,0.554259913555247,1,4.66316181551871
set_3,25,3.41362896289999,TRUE,1.40946410936291,0.413628962899993,0.566122592456569,1,2.95111074008393
set_4,25,2.44501732747132,TRUE,2.93777058797624,0.55498267252868,0.580519542738879,1,4.48203010627448
set_1,26,3.47349851323943,TRUE,1.4359554439321,0.473498513239429,0.802508196386451,0.98,3.1855826037022
set_2,26,3.86283474354371,TRUE,2.52415535021076,0.862834743543714,1.10482769818247,1,4.92594205131149
set_3,26,3.56702304827467,TRUE,1.61022564840603,0.567023048274668,0.703963011195861,1,3.49901923391785
set_4,26,3.22836613250309,TRUE,2.5341014709762,0.228366132503089,2.08645705059724,0.828,5.53301159715049
set_1,27,3.56571886599529,TRUE,1.62263237883791,0.565718865995286,0.720506319275288,0.952,3.19782204829457
set_2,27,3.22912028592204,TRUE,2.48550302055344,0.229120285922039,0.880826750215291,1,5.01206562234486
set_3,27,3.13676521409117,TRUE,1.54236029197542,0.136765214091165,0.342744309494792,1,2.99192050707418
set_4,27,2.48324318672425,TRUE,2.38089350375432,0.516756813275754,0.823289109022283,1,4.72126955688188
set_1,28,3.71667902577048,TRUE,1.61398255279343,0.716679025770481,0.975646663277876,0.984,3.687692112302
set_2,28,2.74325081961819,TRUE,2.39600448058037,0.256749180381814,0.478461927656431,1,4.2268110787055
set_3,28,3.1054031076656,TRUE,1.56150420525707,0.105403107665604,0.495689467807613,1,3.55370346749265
set_4,28,2.99205193785133,TRUE,1.95171997614278,0.00794806214866961,0.558904026416404,1,3.90473815989527
set_1,29,3.05540607845675,TRUE,1.45021684731612,0.0554060784567469,0.515314585550108,1,3.11733815925524
set_2,29,3.87459233797268,TRUE,2.33309084544786,0.87459233797268,0.917048659892656,1,4.24351605664612
set_3,29,2.91001491998553,TRUE,1.44839731547866,0.0899850800144653,0.51344109107022,1,2.91833246844737
set_4,29,2.6842223050507,TRUE,2.66252551550196,0.315777694949298,0.474333191803002,1,4.42998622099717
set_1,30,3.49965191414202,TRUE,1.54700992276293,0.499651914142017,1.42835539393599,0.724,3.49257601880587
set_2,30,3.80292464022585,TRUE,2.19784387584162,0.802924640225845,0.97804758435812,1,4.71867030792878
set_3,30,3.13788947648552,TRUE,1.15704231420277,0.137889476485522,0.39635660238179,1,2.67099217372506
set_4,30,3.4179268286668,TRUE,2.51421804027107,0.417926828666798,0.57355210537906,1,4.48570916897415
set_1,31,3.39360243353448,TRUE,1.47110209171233,0.393602433534475,0.439367073805867,1,2.52341790195934
set_2,31,3.34077312384304,TRUE,3.07989526950698,0.340773123843039,0.548845140921489,1,5.20397042438975
set_3,31,3.24319301794939,TRUE,1.43582273076533,0.243193017949394,0.490480404470542,1,2.70211770153534
set_4,31,3.28584202145015,TRUE,2.17265745507335,0.28584202145015,0.617493156059307,1,4.38322798085842
set_1,32,3.82105038538874,FALSE,1.66891990382684,0.821050385388735,0.878002046952007,1,3.2238635689794
set_2,32,3.49964586922921,TRUE,2.78159431298217,0.499645869229215,1.07823070649347,1,5.7289524738654
set_3,32,3.9801708928622,FALSE,1.30543583479333,0.980170892862201,1.05965136850932,0.78,2.74595366973265
set_4,32,3.51447803038216,TRUE,2.48279412211753,0.514478030382159,0.792344379960982,1,5.05945755372153
set_1,33,3.9063368691008,FALSE,1.50155913622216,0.906336869100804,1.04698494985662,0.844,2.85482314124747
set_2,33,5.00053068335953,FALSE,2.91234240666683,2.00053068335953,2.06234110384675,0.8,5.08992466617297
set_3,33,3.35376378537365,TRUE,1.31526972889385,0.353763785373646,0.43132316191417,1,2.55764876661923
set_4,33,2.78576776219372,TRUE,2.28195247070743,0.214232237806281,1.2395203177098,1,4.99656374283048
set_1,34,3.30089070263171,TRUE,1.36705910026351,0.300890702631714,0.407169096922105,1,2.76678155183332
set_2,34,3.30327669812223,TRUE,2.44719914974843,0.303276698122232,0.51876166765213,1,4.11347087729291
set_3,34,3.57789256885118,TRUE,1.40947237949195,0.577892568851183,0.814013049777074,0.972,3.47053527733717
set_4,34,2.25908478939768,TRUE,2.45018246984746,0.740915210602323,0.813044859407057,1,4.25866629728588
set_1,35,3.12817531788445,TRUE,1.76909341482239,0.12817531788445,0.190564345456732,1,3.01874202169956
set_2,35,2.91704065126437,TRUE,2.22350076051362,0.0829593487356286,0.273041358462416,1,3.99007565831696
set_3,35,3.39179002814038,TRUE,1.45574240822592,0.391790028140381,0.507885542592503,1,2.76722223714354
set_4,35,3.50802273528579,TRUE,2.55465896145862,0.508022735285788,0.845231864556947,1,5.51055694336597
set_1,36,3.76820885751396,FALSE,1.30942542459792,0.768208857513964,0.880318857453802,0.92,3.03961788502787
set_2,36,3.83881293875762,TRUE,2.68533526403466,0.838812938757624,1.1652063252512,1,5.47526307027327
set_3,36,3.50700921220574,TRUE,1.49597363436728,0.50700921220574,0.720808468875786,0.992,3.47259930310188
set_4,36,4.77150150331562,FALSE,2.93904526775731,1.77150150331561,1.88408254989245,0.904,5.35961687144574
set_1,37,2.9356665211126,TRUE,1.52205157786132,0.0643334788873955,0.586480024961736,1,3.09434792722646
set_2,37,3.37817550056389,TRUE,3.6251192704163,0.378175500563892,0.535241181855798,1,5.62358536977289
set_3,37,3.98330567646259,FALSE,1.3792208619187,0.983305676462592,1.06250631692876,0.944,2.94032554632419
set_4,37,3.5314658513361,TRUE,2.72488745131651,0.531465851336102,0.615942747255714,1,4.75439483386317
set_1,38,3.24446304972601,TRUE,1.23752431147842,0.24446304972601,0.575906297681355,1,2.86931029936305
set_2,38,3.07681826979796,TRUE,2.67096636752884,0.0768182697979638,0.24124459731335,1,4.50667735882572
set_3,38,3.49707454640082,TRUE,1.41864800722507,0.497074546400821,0.680445492599325,0.992,2.86277408532343
set_4,38,4.02715138052857,TRUE,2.34678317957028,1.02715138052857,1.09613210326012,1,4.3775068436379
set_1,39,3.76121458751164,FALSE,1.26816069514454,0.761214587511639,0.885220946640274,0.944,2.93698597535998
set_2,39,4.65958123548878,FALSE,2.4730634789342,1.65958123548878,1.69971592397104,0.856,4.66600912245551
set_3,39,2.59436802343599,TRUE,1.38849059779255,0.405631976564014,0.538913055590808,1,2.9514536523086
set_4,39,2.86982552627432,TRUE,2.44809081604655,0.130174473725675,0.986306263206665,1,5.70778946762788
set_1,40,3.94570805682874,FALSE,1.7257637203847,0.945708056828738,1.43726141642185,0.888,3.99175500448174
set_2,40,3.28887970056745,TRUE,2.40776734403282,0.288879700567445,0.858295857347151,1,4.90027071582723
set_3,40,2.87546856577351,TRUE,1.53656759807283,0.124531434226493,0.320000321745662,1,2.82062902948828
set_4,40,2.98445926221448,TRUE,2.57554465929956,0.0155407377855239,0.126045705841599,1,4.15253872172375
set_1,41,3.61592299906742,TRUE,1.44744927337446,0.615922999067418,0.67802357665816,1,2.82294471049385
set_2,41,3.61730645778194,TRUE,3.45280628230071,0.617306457781944,0.846476996313969,1,6.1178748759722
set_3,41,3.83410440642665,FALSE,1.28411920150657,0.83410440642665,1.38644295669847,0.816,3.52775135951042
set_4,41,2.65604404665444,TRUE,2.96242737349831,0.343955953345562,0.480457329607763,1,4.76409610099756
set_1,42,3.63296478185748,TRUE,1.55165927638734,0.632964781857482,0.791997596536255,1,3.12323545522271
set_2,42,2.58926785804783,TRUE,2.23690378384396,0.410732141952173,0.593421278656404,1,4.25546965632979
set_3,42,4.44580650981649,FALSE,1.35253707963962,1.44580650981649,1.52895264577043,0.596,3.16239573352788
set_4,42,3.51283197195433,TRUE,3.02246415793521,0.512831971954332,0.736227784724889,1,5.32463752574466
set_1,43,3.70976047869654,TRUE,1.57532169702149,0.709760478696543,1.01803092693429,0.94,3.22094685722177
set_2,43,3.11923231959492,TRUE,2.06123836649038,0.11923231959492,0.424629989119954,1,3.98946976147513
set_3,43,3.70694984844776,FALSE,1.29604489600738,0.706949848447759,0.747272286972899,1,2.51193403183809
set_4,43,3.96226079361123,TRUE,2.70606256081668,0.962260793611235,1.25520619939461,1,5.80443874948625
set_1,44,3.35531869588996,TRUE,1.59372959043427,0.355318695889958,0.848910602383112,1,3.96526553505229
set_2,44,3.20700575159417,TRUE,2.67294614494108,0.207005751594175,0.261656041273542,1,4.34642417231073
set_3,44,3.18430339912748,TRUE,1.38279677494836,0.184303399127476,0.267006360632279,1,2.6686568947925
set_4,44,3.77963426725866,TRUE,2.30134523561053,0.779634267258656,0.907463661046013,1,4.67752033412845
set_1,45,3.3290215378661,TRUE,1.44822119647682,0.329021537866104,0.366291417439023,1,2.63126109079156
set_2,45,2.67484064046169,TRUE,2.50338798850167,0.325159359538312,0.373772658239483,1,3.93666527857126
set_3,45,3.02598164265784,TRUE,1.440807468418,0.0259816426578414,0.365163048883927,1,2.69771213427804
set_4,45,3.71965165297434,TRUE,2.40933412239268,0.719651652974345,1.0163813726688,1,4.70593020446739
set_1,46,3.243468232468,TRUE,1.53221445373857,0.243468232467996,0.348734508004291,1,2.89168672474001
set_2,46,3.22894119627385,TRUE,2.64424715201652,0.228941196273854,1.42457924279949,1,6.12327323551461
set_3,46,3.84017182694302,FALSE,1.3471372267892,0.840171826943024,1.08556959277946,0.84,3.15049996278527
set_4,46,3.00498874035891,TRUE,2.11965389758793,0.00498874035891017,0.535639539059604,1,4.16813763207119
set_1,47,3.81080724700045,FALSE,1.36176106436535,0.810807247000452,0.86899948828936,0.968,2.8970455352082
set_2,47,2.43619531665026,TRUE,3.14082524345884,0.563804683349741,0.637308119613695,1,4.65081099234646
set_3,47,3.25199392017006,TRUE,1.45764574867533,0.25199392017006,0.501165987659192,1,2.91327652308549
set_4,47,4.13076094640732,TRUE,2.39904759381982,1.13076094640732,1.24950191844696,1,4.47231389307922
set_1,48,3.84803111816377,FALSE,1.63564863563616,0.848031118163772,0.993632964664909,0.892,3.37076249764182
set_2,48,2.88003271862967,TRUE,3.05287547470493,0.119967281370332,1.12375508193952,1,6.17473691493975
set_3,48,3.94414985436994,FALSE,1.59392258692683,0.944149854369936,1.0565847911243,0.86,3.18134348039776
set_4,48,2.90810833755718,TRUE,2.41864823840913,0.0918916624428214,0.513807026593031,1,5.09007355881281
set_1,49,3.78988267965129,TRUE,1.73839910029901,0.789882679651291,0.815693223357055,1,3.09189520603691
set_2,49,4.24796927339758,TRUE,3.03171356483658,1.24796927339758,1.75044022353188,0.92,5.72242626310099
set_3,49,3.43671317943919,TRUE,1.44151594010883,0.436713179439185,0.502368437375258,1,2.68726596387092
set_4,49,3.39067202568689,TRUE,2.45529705900071,0.39067202568689,0.559342124870698,1,4.26972778904727
set_1,50,4.29030033825538,FALSE,1.46490702769477,1.29030033825538,1.57817881944943,0.796,3.99250735550039
set_2,50,3.02548559034802,TRUE,2.54326864662698,0.0254855903480191,0.38063628675493,1,4.21061208786577
set_3,50,4.05421478119562,FALSE,1.97599192290071,1.05421478119562,1.23790904432053,0.888,3.99753835297188
set_4,50,1.85654649814824,TRUE,3.01048653351668,1.14345350185176,1.1771665902129,1,4.74887522962275
